variant,split,image_id,source_image,image,label,blur_parameters
defocus_blur,val,img_41c2a46c351d9de9cb4d,valid/images/IMG-20240215-WA0072_jpg.rf.HzVKiCE2b87GI9kNAnxW.jpg,detector_data/defocus_blur/val/images/img_41c2a46c351d9de9cb4d.png,detector_data/defocus_blur/val/labels/img_41c2a46c351d9de9cb4d.txt,"{""defocus_radius_px"": 14, ""gaussian_sigma_px"": 7.3207301410409915, ""motion_angle_deg"": 131.5489025558732, ""motion_length_px"": 33}"
gaussian_blur,val,img_41c2a46c351d9de9cb4d,valid/images/IMG-20240215-WA0072_jpg.rf.HzVKiCE2b87GI9kNAnxW.jpg,detector_data/gaussian_blur/val/images/img_41c2a46c351d9de9cb4d.png,detector_data/gaussian_blur/val/labels/img_41c2a46c351d9de9cb4d.txt,"{""defocus_radius_px"": 14, ""gaussian_sigma_px"": 7.3207301410409915, ""motion_angle_deg"": 131.5489025558732, ""motion_length_px"": 33}"
clean,val,img_09f1ccc4fd4792c7e752,valid/images/IMG-20240215-WA0081_jpg.rf.rZrsHHHjjFV2jJi8t8V3.jpg,detector_data/clean/val/images/img_09f1ccc4fd4792c7e752.png,detector_data/clean/val/labels/img_09f1ccc4fd4792c7e752.txt,{}
motion_blur,val,img_09f1ccc4fd4792c7e752,valid/images/IMG-20240215-WA0081_jpg.rf.rZrsHHHjjFV2jJi8t8V3.jpg,detector_data/motion_blur/val/images/img_09f1ccc4fd4792c7e752.png,detector_data/motion_blur/val/labels/img_09f1ccc4fd4792c7e752.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.7708576529541955, ""motion_angle_deg"": 143.71605616357198, ""motion_length_px"": 21}"
defocus_blur,val,img_09f1ccc4fd4792c7e752,valid/images/IMG-20240215-WA0081_jpg.rf.rZrsHHHjjFV2jJi8t8V3.jpg,detector_data/defocus_blur/val/images/img_09f1ccc4fd4792c7e752.png,detector_data/defocus_blur/val/labels/img_09f1ccc4fd4792c7e752.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.7708576529541955, ""motion_angle_deg"": 143.71605616357198, ""motion_length_px"": 21}"
gaussian_blur,val,img_09f1ccc4fd4792c7e752,valid/images/IMG-20240215-WA0081_jpg.rf.rZrsHHHjjFV2jJi8t8V3.jpg,detector_data/gaussian_blur/val/images/img_09f1ccc4fd4792c7e752.png,detector_data/gaussian_blur/val/labels/img_09f1ccc4fd4792c7e752.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.7708576529541955, ""motion_angle_deg"": 143.71605616357198, ""motion_length_px"": 21}"
clean,val,img_11b5cda22925ee4baa97,valid/images/IMG-20240215-WA0094_jpg.rf.dSqTLFSqEkasP1fhitVZ.jpg,detector_data/clean/val/images/img_11b5cda22925ee4baa97.png,detector_data/clean/val/labels/img_11b5cda22925ee4baa97.txt,{}
motion_blur,val,img_11b5cda22925ee4baa97,valid/images/IMG-20240215-WA0094_jpg.rf.dSqTLFSqEkasP1fhitVZ.jpg,detector_data/motion_blur/val/images/img_11b5cda22925ee4baa97.png,detector_data/motion_blur/val/labels/img_11b5cda22925ee4baa97.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.232101943197955, ""motion_angle_deg"": 97.53626219315339, ""motion_length_px"": 11}"
defocus_blur,val,img_11b5cda22925ee4baa97,valid/images/IMG-20240215-WA0094_jpg.rf.dSqTLFSqEkasP1fhitVZ.jpg,detector_data/defocus_blur/val/images/img_11b5cda22925ee4baa97.png,detector_data/defocus_blur/val/labels/img_11b5cda22925ee4baa97.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.232101943197955, ""motion_angle_deg"": 97.53626219315339, ""motion_length_px"": 11}"
gaussian_blur,val,img_11b5cda22925ee4baa97,valid/images/IMG-20240215-WA0094_jpg.rf.dSqTLFSqEkasP1fhitVZ.jpg,detector_data/gaussian_blur/val/images/img_11b5cda22925ee4baa97.png,detector_data/gaussian_blur/val/labels/img_11b5cda22925ee4baa97.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.232101943197955, ""motion_angle_deg"": 97.53626219315339, ""motion_length_px"": 11}"
clean,val,img_5ae4fbf0f4b1da1b0f28,valid/images/IMG-20240215-WA0099_jpg.rf.JOVavB3FisRgcusGf6Zq.jpg,detector_data/clean/val/images/img_5ae4fbf0f4b1da1b0f28.png,detector_data/clean/val/labels/img_5ae4fbf0f4b1da1b0f28.txt,{}
motion_blur,val,img_5ae4fbf0f4b1da1b0f28,valid/images/IMG-20240215-WA0099_jpg.rf.JOVavB3FisRgcusGf6Zq.jpg,detector_data/motion_blur/val/images/img_5ae4fbf0f4b1da1b0f28.png,detector_data/motion_blur/val/labels/img_5ae4fbf0f4b1da1b0f28.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.175135092716497, ""motion_angle_deg"": 113.10484969150626, ""motion_length_px"": 9}"
defocus_blur,val,img_5ae4fbf0f4b1da1b0f28,valid/images/IMG-20240215-WA0099_jpg.rf.JOVavB3FisRgcusGf6Zq.jpg,detector_data/defocus_blur/val/images/img_5ae4fbf0f4b1da1b0f28.png,detector_data/defocus_blur/val/labels/img_5ae4fbf0f4b1da1b0f28.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.175135092716497, ""motion_angle_deg"": 113.10484969150626, ""motion_length_px"": 9}"
gaussian_blur,val,img_5ae4fbf0f4b1da1b0f28,valid/images/IMG-20240215-WA0099_jpg.rf.JOVavB3FisRgcusGf6Zq.jpg,detector_data/gaussian_blur/val/images/img_5ae4fbf0f4b1da1b0f28.png,detector_data/gaussian_blur/val/labels/img_5ae4fbf0f4b1da1b0f28.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.175135092716497, ""motion_angle_deg"": 113.10484969150626, ""motion_length_px"": 9}"
clean,val,img_ae884fafea34d618207e,valid/images/IMG-20240215-WA0104_jpg.rf.oMCLnUXdVJ6wcUJWI3oh.jpg,detector_data/clean/val/images/img_ae884fafea34d618207e.png,detector_data/clean/val/labels/img_ae884fafea34d618207e.txt,{}
motion_blur,val,img_ae884fafea34d618207e,valid/images/IMG-20240215-WA0104_jpg.rf.oMCLnUXdVJ6wcUJWI3oh.jpg,detector_data/motion_blur/val/images/img_ae884fafea34d618207e.png,detector_data/motion_blur/val/labels/img_ae884fafea34d618207e.txt,"{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 3.5681040644814135, ""motion_angle_deg"": 155.37093946459194, ""motion_length_px"": 15}"
defocus_blur,val,img_ae884fafea34d618207e,valid/images/IMG-20240215-WA0104_jpg.rf.oMCLnUXdVJ6wcUJWI3oh.jpg,detector_data/defocus_blur/val/images/img_ae884fafea34d618207e.png,detector_data/defocus_blur/val/labels/img_ae884fafea34d618207e.txt,"{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 3.5681040644814135, ""motion_angle_deg"": 155.37093946459194, ""motion_length_px"": 15}"
gaussian_blur,val,img_ae884fafea34d618207e,valid/images/IMG-20240215-WA0104_jpg.rf.oMCLnUXdVJ6wcUJWI3oh.jpg,detector_data/gaussian_blur/val/images/img_ae884fafea34d618207e.png,detector_data/gaussian_blur/val/labels/img_ae884fafea34d618207e.txt,"{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 3.5681040644814135, ""motion_angle_deg"": 155.37093946459194, ""motion_length_px"": 15}"
clean,val,img_d6ef302eec957edb2067,valid/images/IMG-20240215-WA0113_jpg.rf.D8rIrxXL5NBMXjfRbRus.jpg,detector_data/clean/val/images/img_d6ef302eec957edb2067.png,detector_data/clean/val/labels/img_d6ef302eec957edb2067.txt,{}
motion_blur,val,img_d6ef302eec957edb2067,valid/images/IMG-20240215-WA0113_jpg.rf.D8rIrxXL5NBMXjfRbRus.jpg,detector_data/motion_blur/val/images/img_d6ef302eec957edb2067.png,detector_data/motion_blur/val/labels/img_d6ef302eec957edb2067.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.536406198313185, ""motion_angle_deg"": 129.55572185689198, ""motion_length_px"": 9}"
defocus_blur,val,img_d6ef302eec957edb2067,valid/images/IMG-20240215-WA0113_jpg.rf.D8rIrxXL5NBMXjfRbRus.jpg,detector_data/defocus_blur/val/images/img_d6ef302eec957edb2067.png,detector_data/defocus_blur/val/labels/img_d6ef302eec957edb2067.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.536406198313185, ""motion_angle_deg"": 129.55572185689198, ""motion_length_px"": 9}"
gaussian_blur,val,img_d6ef302eec957edb2067,valid/images/IMG-20240215-WA0113_jpg.rf.D8rIrxXL5NBMXjfRbRus.jpg,detector_data/gaussian_blur/val/images/img_d6ef302eec957edb2067.png,detector_data/gaussian_blur/val/labels/img_d6ef302eec957edb2067.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.536406198313185, ""motion_angle_deg"": 129.55572185689198, ""motion_length_px"": 9}"
clean,val,img_6701dadd47645df60842,valid/images/IMG-20240215-WA0114_jpg.rf.MWixHxwpXkfyIJ2T5R5x.jpg,detector_data/clean/val/images/img_6701dadd47645df60842.png,detector_data/clean/val/labels/img_6701dadd47645df60842.txt,{}
motion_blur,val,img_6701dadd47645df60842,valid/images/IMG-20240215-WA0114_jpg.rf.MWixHxwpXkfyIJ2T5R5x.jpg,detector_data/motion_blur/val/images/img_6701dadd47645df60842.png,detector_data/motion_blur/val/labels/img_6701dadd47645df60842.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.969103004949469, ""motion_angle_deg"": 176.12682833137532, ""motion_length_px"": 9}"
defocus_blur,val,img_6701dadd47645df60842,valid/images/IMG-20240215-WA0114_jpg.rf.MWixHxwpXkfyIJ2T5R5x.jpg,detector_data/defocus_blur/val/images/img_6701dadd47645df60842.png,detector_data/defocus_blur/val/labels/img_6701dadd47645df60842.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.969103004949469, ""motion_angle_deg"": 176.12682833137532, ""motion_length_px"": 9}"
gaussian_blur,val,img_6701dadd47645df60842,valid/images/IMG-20240215-WA0114_jpg.rf.MWixHxwpXkfyIJ2T5R5x.jpg,detector_data/gaussian_blur/val/images/img_6701dadd47645df60842.png,detector_data/gaussian_blur/val/labels/img_6701dadd47645df60842.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.969103004949469, ""motion_angle_deg"": 176.12682833137532, ""motion_length_px"": 9}"
clean,val,img_66fe13fc23d7f3fdce2a,valid/images/IMG-20240215-WA0121_jpg.rf.gpvGBNdzt1PaUG34Onkq.jpg,detector_data/clean/val/images/img_66fe13fc23d7f3fdce2a.png,detector_data/clean/val/labels/img_66fe13fc23d7f3fdce2a.txt,{}
motion_blur,val,img_66fe13fc23d7f3fdce2a,valid/images/IMG-20240215-WA0121_jpg.rf.gpvGBNdzt1PaUG34Onkq.jpg,detector_data/motion_blur/val/images/img_66fe13fc23d7f3fdce2a.png,detector_data/motion_blur/val/labels/img_66fe13fc23d7f3fdce2a.txt,"{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 6.275407792182707, ""motion_angle_deg"": 176.19398280562314, ""motion_length_px"": 19}"
defocus_blur,val,img_66fe13fc23d7f3fdce2a,valid/images/IMG-20240215-WA0121_jpg.rf.gpvGBNdzt1PaUG34Onkq.jpg,detector_data/defocus_blur/val/images/img_66fe13fc23d7f3fdce2a.png,detector_data/defocus_blur/val/labels/img_66fe13fc23d7f3fdce2a.txt,"{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 6.275407792182707, ""motion_angle_deg"": 176.19398280562314, ""motion_length_px"": 19}"
gaussian_blur,val,img_66fe13fc23d7f3fdce2a,valid/images/IMG-20240215-WA0121_jpg.rf.gpvGBNdzt1PaUG34Onkq.jpg,detector_data/gaussian_blur/val/images/img_66fe13fc23d7f3fdce2a.png,detector_data/gaussian_blur/val/labels/img_66fe13fc23d7f3fdce2a.txt,"{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 6.275407792182707, ""motion_angle_deg"": 176.19398280562314, ""motion_length_px"": 19}"
clean,val,img_93a8865f8e1c299a72e8,valid/images/IMG-20240215-WA0130_jpg.rf.QrFmmzdHQjhXHPRhjUuu.jpg,detector_data/clean/val/images/img_93a8865f8e1c299a72e8.png,detector_data/clean/val/labels/img_93a8865f8e1c299a72e8.txt,{}
motion_blur,val,img_93a8865f8e1c299a72e8,valid/images/IMG-20240215-WA0130_jpg.rf.QrFmmzdHQjhXHPRhjUuu.jpg,detector_data/motion_blur/val/images/img_93a8865f8e1c299a72e8.png,detector_data/motion_blur/val/labels/img_93a8865f8e1c299a72e8.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 6.430219593777489, ""motion_angle_deg"": 8.46534126318565, ""motion_length_px"": 27}"
defocus_blur,val,img_93a8865f8e1c299a72e8,valid/images/IMG-20240215-WA0130_jpg.rf.QrFmmzdHQjhXHPRhjUuu.jpg,detector_data/defocus_blur/val/images/img_93a8865f8e1c299a72e8.png,detector_data/defocus_blur/val/labels/img_93a8865f8e1c299a72e8.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 6.430219593777489, ""motion_angle_deg"": 8.46534126318565, ""motion_length_px"": 27}"
gaussian_blur,val,img_93a8865f8e1c299a72e8,valid/images/IMG-20240215-WA0130_jpg.rf.QrFmmzdHQjhXHPRhjUuu.jpg,detector_data/gaussian_blur/val/images/img_93a8865f8e1c299a72e8.png,detector_data/gaussian_blur/val/labels/img_93a8865f8e1c299a72e8.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 6.430219593777489, ""motion_angle_deg"": 8.46534126318565, ""motion_length_px"": 27}"
clean,val,img_0fa6ab3fa00ec548656c,valid/images/IMG-20240216-WA0000_jpg.rf.8gWpbZVVgdbidFAp0goI.jpg,detector_data/clean/val/images/img_0fa6ab3fa00ec548656c.png,detector_data/clean/val/labels/img_0fa6ab3fa00ec548656c.txt,{}
motion_blur,val,img_0fa6ab3fa00ec548656c,valid/images/IMG-20240216-WA0000_jpg.rf.8gWpbZVVgdbidFAp0goI.jpg,detector_data/motion_blur/val/images/img_0fa6ab3fa00ec548656c.png,detector_data/motion_blur/val/labels/img_0fa6ab3fa00ec548656c.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.8404647363499755, ""motion_angle_deg"": 175.31251803607663, ""motion_length_px"": 15}"
defocus_blur,val,img_0fa6ab3fa00ec548656c,valid/images/IMG-20240216-WA0000_jpg.rf.8gWpbZVVgdbidFAp0goI.jpg,detector_data/defocus_blur/val/images/img_0fa6ab3fa00ec548656c.png,detector_data/defocus_blur/val/labels/img_0fa6ab3fa00ec548656c.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.8404647363499755, ""motion_angle_deg"": 175.31251803607663, ""motion_length_px"": 15}"
gaussian_blur,val,img_0fa6ab3fa00ec548656c,valid/images/IMG-20240216-WA0000_jpg.rf.8gWpbZVVgdbidFAp0goI.jpg,detector_data/gaussian_blur/val/images/img_0fa6ab3fa00ec548656c.png,detector_data/gaussian_blur/val/labels/img_0fa6ab3fa00ec548656c.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.8404647363499755, ""motion_angle_deg"": 175.31251803607663, ""motion_length_px"": 15}"
clean,val,img_c104d8b4442f6317cdd2,valid/images/IMG-20240216-WA0014_jpg.rf.RvHRlUza3yBFOAmbRKeO.jpg,detector_data/clean/val/images/img_c104d8b4442f6317cdd2.png,detector_data/clean/val/labels/img_c104d8b4442f6317cdd2.txt,{}
motion_blur,val,img_c104d8b4442f6317cdd2,valid/images/IMG-20240216-WA0014_jpg.rf.RvHRlUza3yBFOAmbRKeO.jpg,detector_data/motion_blur/val/images/img_c104d8b4442f6317cdd2.png,detector_data/motion_blur/val/labels/img_c104d8b4442f6317cdd2.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.4787096565299507, ""motion_angle_deg"": 166.0902479685394, ""motion_length_px"": 11}"
defocus_blur,val,img_c104d8b4442f6317cdd2,valid/images/IMG-20240216-WA0014_jpg.rf.RvHRlUza3yBFOAmbRKeO.jpg,detector_data/defocus_blur/val/images/img_c104d8b4442f6317cdd2.png,detector_data/defocus_blur/val/labels/img_c104d8b4442f6317cdd2.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.4787096565299507, ""motion_angle_deg"": 166.0902479685394, ""motion_length_px"": 11}"
gaussian_blur,val,img_c104d8b4442f6317cdd2,valid/images/IMG-20240216-WA0014_jpg.rf.RvHRlUza3yBFOAmbRKeO.jpg,detector_data/gaussian_blur/val/images/img_c104d8b4442f6317cdd2.png,detector_data/gaussian_blur/val/labels/img_c104d8b4442f6317cdd2.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.4787096565299507, ""motion_angle_deg"": 166.0902479685394, ""motion_length_px"": 11}"
clean,val,img_6dcacbfc6e827e149d99,valid/images/IMG-20240216-WA0017_jpg.rf.WYUSoO3PvND1PKSU1rzP.jpg,detector_data/clean/val/images/img_6dcacbfc6e827e149d99.png,detector_data/clean/val/labels/img_6dcacbfc6e827e149d99.txt,{}
motion_blur,val,img_6dcacbfc6e827e149d99,valid/images/IMG-20240216-WA0017_jpg.rf.WYUSoO3PvND1PKSU1rzP.jpg,detector_data/motion_blur/val/images/img_6dcacbfc6e827e149d99.png,detector_data/motion_blur/val/labels/img_6dcacbfc6e827e149d99.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.4765349182505556, ""motion_angle_deg"": 141.8111606286119, ""motion_length_px"": 11}"
defocus_blur,val,img_6dcacbfc6e827e149d99,valid/images/IMG-20240216-WA0017_jpg.rf.WYUSoO3PvND1PKSU1rzP.jpg,detector_data/defocus_blur/val/images/img_6dcacbfc6e827e149d99.png,detector_data/defocus_blur/val/labels/img_6dcacbfc6e827e149d99.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.4765349182505556, ""motion_angle_deg"": 141.8111606286119, ""motion_length_px"": 11}"
gaussian_blur,val,img_6dcacbfc6e827e149d99,valid/images/IMG-20240216-WA0017_jpg.rf.WYUSoO3PvND1PKSU1rzP.jpg,detector_data/gaussian_blur/val/images/img_6dcacbfc6e827e149d99.png,detector_data/gaussian_blur/val/labels/img_6dcacbfc6e827e149d99.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.4765349182505556, ""motion_angle_deg"": 141.8111606286119, ""motion_length_px"": 11}"
clean,val,img_70defb3aad497eda6883,valid/images/IMG-20240216-WA0018_jpg.rf.iwuGyma6E33AUQFhg9AD.jpg,detector_data/clean/val/images/img_70defb3aad497eda6883.png,detector_data/clean/val/labels/img_70defb3aad497eda6883.txt,{}
motion_blur,val,img_70defb3aad497eda6883,valid/images/IMG-20240216-WA0018_jpg.rf.iwuGyma6E33AUQFhg9AD.jpg,detector_data/motion_blur/val/images/img_70defb3aad497eda6883.png,detector_data/motion_blur/val/labels/img_70defb3aad497eda6883.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 1.155546610508309, ""motion_length_px"": 27}"
defocus_blur,val,img_70defb3aad497eda6883,valid/images/IMG-20240216-WA0018_jpg.rf.iwuGyma6E33AUQFhg9AD.jpg,detector_data/defocus_blur/val/images/img_70defb3aad497eda6883.png,detector_data/defocus_blur/val/labels/img_70defb3aad497eda6883.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 1.155546610508309, ""motion_length_px"": 27}"
gaussian_blur,val,img_70defb3aad497eda6883,valid/images/IMG-20240216-WA0018_jpg.rf.iwuGyma6E33AUQFhg9AD.jpg,detector_data/gaussian_blur/val/images/img_70defb3aad497eda6883.png,detector_data/gaussian_blur/val/labels/img_70defb3aad497eda6883.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 1.155546610508309, ""motion_length_px"": 27}"
clean,val,img_f5f7a2118352cd4c2f95,valid/images/IMG-20240216-WA0020_jpg.rf.GDiu9RKFAZOF0UgrgKX6.jpg,detector_data/clean/val/images/img_f5f7a2118352cd4c2f95.png,detector_data/clean/val/labels/img_f5f7a2118352cd4c2f95.txt,{}
motion_blur,val,img_f5f7a2118352cd4c2f95,valid/images/IMG-20240216-WA0020_jpg.rf.GDiu9RKFAZOF0UgrgKX6.jpg,detector_data/motion_blur/val/images/img_f5f7a2118352cd4c2f95.png,detector_data/motion_blur/val/labels/img_f5f7a2118352cd4c2f95.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 37.75400832728973, ""motion_length_px"": 43}"
defocus_blur,val,img_f5f7a2118352cd4c2f95,valid/images/IMG-20240216-WA0020_jpg.rf.GDiu9RKFAZOF0UgrgKX6.jpg,detector_data/defocus_blur/val/images/img_f5f7a2118352cd4c2f95.png,detector_data/defocus_blur/val/labels/img_f5f7a2118352cd4c2f95.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 37.75400832728973, ""motion_length_px"": 43}"
gaussian_blur,val,img_f5f7a2118352cd4c2f95,valid/images/IMG-20240216-WA0020_jpg.rf.GDiu9RKFAZOF0UgrgKX6.jpg,detector_data/gaussian_blur/val/images/img_f5f7a2118352cd4c2f95.png,detector_data/gaussian_blur/val/labels/img_f5f7a2118352cd4c2f95.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 37.75400832728973, ""motion_length_px"": 43}"
clean,val,img_b31807a5ad6a5783811d,valid/images/IMG-20240216-WA0030_jpg.rf.CHXBR5DlUvJ64Rmb1KVk.jpg,detector_data/clean/val/images/img_b31807a5ad6a5783811d.png,detector_data/clean/val/labels/img_b31807a5ad6a5783811d.txt,{}
motion_blur,val,img_b31807a5ad6a5783811d,valid/images/IMG-20240216-WA0030_jpg.rf.CHXBR5DlUvJ64Rmb1KVk.jpg,detector_data/motion_blur/val/images/img_b31807a5ad6a5783811d.png,detector_data/motion_blur/val/labels/img_b31807a5ad6a5783811d.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.695200622458958, ""motion_angle_deg"": 160.3841746853404, ""motion_length_px"": 15}"
defocus_blur,val,img_b31807a5ad6a5783811d,valid/images/IMG-20240216-WA0030_jpg.rf.CHXBR5DlUvJ64Rmb1KVk.jpg,detector_data/defocus_blur/val/images/img_b31807a5ad6a5783811d.png,detector_data/defocus_blur/val/labels/img_b31807a5ad6a5783811d.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.695200622458958, ""motion_angle_deg"": 160.3841746853404, ""motion_length_px"": 15}"
gaussian_blur,val,img_b31807a5ad6a5783811d,valid/images/IMG-20240216-WA0030_jpg.rf.CHXBR5DlUvJ64Rmb1KVk.jpg,detector_data/gaussian_blur/val/images/img_b31807a5ad6a5783811d.png,detector_data/gaussian_blur/val/labels/img_b31807a5ad6a5783811d.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.695200622458958, ""motion_angle_deg"": 160.3841746853404, ""motion_length_px"": 15}"
clean,val,img_966a4873b95a386efa2a,valid/images/IMG-20240216-WA0037_jpg.rf.baOIA165An1OgG6gVcEv.jpg,detector_data/clean/val/images/img_966a4873b95a386efa2a.png,detector_data/clean/val/labels/img_966a4873b95a386efa2a.txt,{}
motion_blur,val,img_966a4873b95a386efa2a,valid/images/IMG-20240216-WA0037_jpg.rf.baOIA165An1OgG6gVcEv.jpg,detector_data/motion_blur/val/images/img_966a4873b95a386efa2a.png,detector_data/motion_blur/val/labels/img_966a4873b95a386efa2a.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 67.63805187321995, ""motion_length_px"": 35}"
defocus_blur,val,img_966a4873b95a386efa2a,valid/images/IMG-20240216-WA0037_jpg.rf.baOIA165An1OgG6gVcEv.jpg,detector_data/defocus_blur/val/images/img_966a4873b95a386efa2a.png,detector_data/defocus_blur/val/labels/img_966a4873b95a386efa2a.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 67.63805187321995, ""motion_length_px"": 35}"
gaussian_blur,val,img_966a4873b95a386efa2a,valid/images/IMG-20240216-WA0037_jpg.rf.baOIA165An1OgG6gVcEv.jpg,detector_data/gaussian_blur/val/images/img_966a4873b95a386efa2a.png,detector_data/gaussian_blur/val/labels/img_966a4873b95a386efa2a.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 67.63805187321995, ""motion_length_px"": 35}"
clean,val,img_2619c43b0600e39c2e43,valid/images/IMG-20240216-WA0040_jpg.rf.3GATDEvVNApJAc2LmbfJ.jpg,detector_data/clean/val/images/img_2619c43b0600e39c2e43.png,detector_data/clean/val/labels/img_2619c43b0600e39c2e43.txt,{}
motion_blur,val,img_2619c43b0600e39c2e43,valid/images/IMG-20240216-WA0040_jpg.rf.3GATDEvVNApJAc2LmbfJ.jpg,detector_data/motion_blur/val/images/img_2619c43b0600e39c2e43.png,detector_data/motion_blur/val/labels/img_2619c43b0600e39c2e43.txt,"{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 4.874374077937428, ""motion_angle_deg"": 134.3054384823933, ""motion_length_px"": 19}"
defocus_blur,val,img_2619c43b0600e39c2e43,valid/images/IMG-20240216-WA0040_jpg.rf.3GATDEvVNApJAc2LmbfJ.jpg,detector_data/defocus_blur/val/images/img_2619c43b0600e39c2e43.png,detector_data/defocus_blur/val/labels/img_2619c43b0600e39c2e43.txt,"{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 4.874374077937428, ""motion_angle_deg"": 134.3054384823933, ""motion_length_px"": 19}"
gaussian_blur,val,img_2619c43b0600e39c2e43,valid/images/IMG-20240216-WA0040_jpg.rf.3GATDEvVNApJAc2LmbfJ.jpg,detector_data/gaussian_blur/val/images/img_2619c43b0600e39c2e43.png,detector_data/gaussian_blur/val/labels/img_2619c43b0600e39c2e43.txt,"{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 4.874374077937428, ""motion_angle_deg"": 134.3054384823933, ""motion_length_px"": 19}"
clean,val,img_8aef823173ed2d4dcef3,valid/images/IMG-20240216-WA0043_jpg.rf.7jk2Vlz123rJLixDY6JH.jpg,detector_data/clean/val/images/img_8aef823173ed2d4dcef3.png,detector_data/clean/val/labels/img_8aef823173ed2d4dcef3.txt,{}
motion_blur,val,img_8aef823173ed2d4dcef3,valid/images/IMG-20240216-WA0043_jpg.rf.7jk2Vlz123rJLixDY6JH.jpg,detector_data/motion_blur/val/images/img_8aef823173ed2d4dcef3.png,detector_data/motion_blur/val/labels/img_8aef823173ed2d4dcef3.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 4.556444060104072, ""motion_angle_deg"": 27.227301187847736, ""motion_length_px"": 19}"
defocus_blur,val,img_8aef823173ed2d4dcef3,valid/images/IMG-20240216-WA0043_jpg.rf.7jk2Vlz123rJLixDY6JH.jpg,detector_data/defocus_blur/val/images/img_8aef823173ed2d4dcef3.png,detector_data/defocus_blur/val/labels/img_8aef823173ed2d4dcef3.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 4.556444060104072, ""motion_angle_deg"": 27.227301187847736, ""motion_length_px"": 19}"
